"MeetID","MeetPath","Federation","Date","MeetCountry","MeetState","MeetTown","MeetName","Year","lat","long","NumberParticipants","x","y","z"
7554,"uspa/0649","USPA","23-07-16","USA","CA","Yuba City","Ironborn Summer Smash",2016,39.1404477,-121.6169108,59,-0.406598945808958,-0.660480275585777,0.631223496734065
7555,"uspa/0650","USPA","23-07-16","USA","IA","Davenport","QC Strength Expo",2016,41.5236437,-90.5776367,41,-0.00754783344651741,-0.748644172288918,0.662929056165217
7556,"uspa/0651","USPA","23-07-16","USA","CA","Huntington Beach","RAF Open",2016,33.6594835,-117.9988026,53,-0.390747545464263,-0.73492630199926,0.55425597546923
7557,"uspa/0652","USPA","23-07-16","USA","KS","Topeka","Sunflower State Powerlifting Games",2016,39.0558235,-95.6890185,63,-0.0769769096284595,-0.77270770090279,0.630077268554878
7558,"uspa/0653","USPA","23-07-16","USA","TX","San Antonio","Texas Cup",2016,29.4241219,-98.4936282,23,-0.12864724009981,-0.861454111689191,0.491270496843124
7559,"uspa/0654","USPA","23-07-16","USA","TX","El Paso","Wild West Push-Pull",2016,31.7618778,-106.4850217,18,-0.241268966361146,-0.815292982522344,0.52639019607212
7560,"uspa/0655","USPA","30-07-16","USA","CA","Northridge","San Fernando Valley Open",2016,34.2381251,-118.530123,59,-0.394852101591286,-0.726316219151205,0.562633599838157
7561,"uspa/0656","USPA","06-08-16","USA","CA","Bakersfield","NASPOWER Record Breaker Powerlifting Championship",2016,35.3732921,-119.0187125,37,-0.395545559817464,-0.713033782021717,0.578901145105531
7562,"uspa/0657","USPA","06-08-16","USA","PA","Allentown","Northeast Regional Powerlifting Championships",2016,40.6084305,-75.4901833,57,0.190208302316993,-0.734961433447222,0.650885929387702
7563,"uspa/0658","USPA","06-08-16","USA","OK","Oklahoma City","One Healthy Bod Fitness Expo",2016,35.4675602,-97.5164276,41,-0.106537808239173,-0.807445975356376,0.580241925662378
7564,"uspa/0659","USPA","06-08-16","USA","CA","San Jose","San Jose Open",2016,37.3382082,-121.8863286,55,-0.419983969276648,-0.675091468468761,0.606518734048112
7565,"uspa/0660","USPA","06-08-16","USA","MS","D'lberville","The Southern Elite Classic",2016,30.4263092,-88.8908638,49,0.0166910650167609,-0.862119658088074,0.506429761651809
7566,"uspa/0661","USPA","13-08-16","USA","CA","South Lake Tahoe","Lake Tahoe Classic",2016,38.939926,-119.9771868,38,-0.38863445011211,-0.673754003604042,0.628505216218276
7567,"uspa/0662","USPA","13-08-16","USA","VA","Haymarket","NOVA Open",2016,38.8120591,-77.6363806,41,0.166839811854556,-0.761135053762905,0.626767825525271
7568,"uspa/0663","USPA","13-08-16","USA","WA","Kennewick","Summer Strength Wars",2016,46.2112458,-119.1372338,70,-0.336937674147844,-0.60443285352808,0.721896065452461
7569,"uspa/0664","USPA","13-08-16","USA","IN","Indianapolis","The West Indy Showdown",2016,39.768403,-86.158068,41,0.0515018100747207,-0.766909051315588,0.639685915562671
7570,"uspa/0665","USPA","14-08-16","USA","VA","Haymarket","Drug Tested NOVA Open",2016,38.8120591,-77.6363806,43,0.166839811854556,-0.761135053762905,0.626767825525271
7571,"uspa/0666","USPA","20-08-16","USA","AZ","Glendale","Arizona State Powerlifting Championships",2016,33.5386523,-112.1859866,46,-0.314746559388074,-0.771802441224148,0.552499407306302
7572,"uspa/0667","USPA","20-08-16","USA","TX","San Antonio","Barbee Classic",2016,29.4241219,-98.4936282,15,-0.12864724009981,-0.861454111689191,0.491270496843124
7573,"uspa/0669","USPA","20-08-16","USA","CO","Colorado Springs","Pikes Peak Open II",2016,38.8338816,-104.8213634,55,-0.199264686794764,-0.753049548496584,0.627064559758942
7574,"uspa/0670","USPA","27-08-16","USA","CA","Anaheim","Anaheim Fit Expo",2016,33.8365932,-117.9143012,62,-0.388859294949399,-0.733984332343968,0.55682622837384
7575,"uspa/0671","USPA","27-08-16","USA","IL","Springfield","Illinois State Powerlifting Championships",2016,39.7817213,-89.6501481,49,0.0046924086148434,-0.768473368402577,0.639864566418073
7576,"uspa/0672","USPA","28-08-16","USA","FL","Port St Lucie","Treasure Coast Classic",2016,27.2730492,-80.3582261,63,0.148868470865139,-0.876277385477398,0.45823151581179
7577,"uspa/0673","USPA","03-09-16","USA","CA","San Deigo","DCS Fall Open",2016,32.715738,-117.1610838,113,-0.384076628860547,-0.748582499794314,0.540471446206748
7578,"uspa/0674","USPA","10-09-16","USA","KY","Florence","2nd Annual Bourbon Barbell Bash",2016,38.9989499,-84.6266111,58,0.0727776232904331,-0.773742327965477,0.629306147644181
7579,"uspa/0675","USPA","10-09-16","USA","NY","Buffalo","Buffalo Fitness Expo",2016,42.8864468,-78.8783689,78,0.141333031663621,-0.718943656573297,0.680547568384303
7580,"uspa/0676","USPA","10-09-16","USA","NV","Las Vegas","Desert Rampage",2016,36.1699412,-115.1398296,55,-0.342951592466276,-0.730800338648353,0.590182234785408
7581,"uspa/0677","USPA","10-09-16","USA","TX","Brownsville","Hardknox 2nd Annual Powerlifting Meet",2016,25.9017472,-97.4974838,26,-0.117374946385324,-0.891853886483695,0.436829219632765
7582,"uspa/0678","USPA","10-09-16","USA","UT","Murray","Rocky Mountain Regional Powerlifting Championships",2016,40.6668916,-111.8879909,46,-0.282767829214451,-0.703833311148811,0.651660206609739
7583,"uspa/0679","USPA","10-09-16","USA","GA","Atlanta","Southeast Regional Powerlifting Championships",2016,33.7489954,-84.3879824,33,0.0813117322986725,-0.827493998267674,0.555555654297181
7584,"uspa/0680","USPA","16-09-16","USA","NV","Las Vegas","Olympia Pro Powerlifting Invitational",2016,36.1699412,-115.1398296,64,-0.342951592466276,-0.730800338648353,0.590182234785408
7585,"uspa/0681","USPA","17-09-16","USA","OR","Springfield","Downing's Gym and Forever Strong Fall Classic",2016,37.2089572,-93.2922989,81,-0.0457391568145353,-0.79512090875082,0.604723631092059
7586,"uspa/0682","USPA","17-09-16","USA","OH","Dayton","Cold Feet Classic Powerlifting",2016,39.7589478,-84.1916069,29,0.0777982497700872,-0.764795160237793,0.639559063112672
7587,"uspa/0683","USPA","17-09-16","USA","TX","Georgetown","House of Gainz Open",2016,30.6332618,-97.6779842,19,-0.11496027447926,-0.852732132384479,0.50954101472862
7588,"uspa/0684","USPA","17-09-16","USA","CA","San Jose","San Jose Novice Meet",2016,37.3382082,-121.8863286,44,-0.419983969276648,-0.675091468468761,0.606518734048112
7589,"uspa/0685","USPA","17-09-16","USA","CA","Grass Valley","Sierra Nevada Cup",2016,39.2190608,-121.0610606,41,-0.399725089460827,-0.663651197737559,0.632287071350535
7590,"uspa/0686","USPA","24-09-16","USA","CA","Rancho Cucamonga","Inland Empire Open",2016,34.1063989,-117.5931084,32,-0.383519797033325,-0.73382067522714,0.560731470396216
7591,"uspa/0687","IPL","24-09-16","USA","TX","San Antonio","IPL Benchpress & Deadlift Championships",2016,29.4241219,-98.4936282,78,-0.12864724009981,-0.861454111689191,0.491270496843124
7592,"uspa/0688","USPA","24-09-16","USA","CA","Vacaville","Lift for Hope Push/Pull",2016,38.3565773,-121.9877444,20,-0.415401344544386,-0.66509764089122,0.620553664908725
7593,"uspa/0689","USPA","01-10-16","USA","CA","Long Beach","Southern California Open",2016,33.7700504,-118.1937395,143,-0.392739652731608,-0.732648569940263,0.555861168041755
7594,"uspa/0690","USPA","01-10-16","USA","FL","Milton","The Bar Open Powerlifting Championships",2016,30.6324149,-87.0396881,39,0.0444374576680199,-0.859305666033843,0.509528296248734
7595,"uspa/0691","USPA","08-10-16","USA","NC","Hickory","USPA Hickory Classic",2016,35.7344538,-81.3444573,56,0.122160686050881,-0.802487621414733,0.584029437836572
7596,"uspa/0692","USPA","08-10-16","USA","FL","Tampa","Hurricanes Are A Beach Bash",2016,27.950575,-82.4571776,19,0.115955134641882,-0.875708623834021,0.468709732022825
7597,"uspa/0693","USPA","08-10-16","USA","WY","Casper","Randy Lane Memorial Powerlifting Meet",2016,42.866632,-106.313081,37,-0.205872240428127,-0.7034319524159,0.680294134137183
7598,"uspa/0694","USPA","08-10-16","USA","AL","Northport","Strong Inc's Battle of the Beasts 2016",2016,33.229007,-87.5772293,48,0.0353605850191408,-0.835739264341062,0.547986780010033
7599,"uspa/0695","USPA","08-10-16","USA","TX","Fort Worth","Unleash the Beast",2016,32.7554883,-97.3307658,55,-0.107307612639714,-0.834113019679682,0.541055031092409
7600,"uspa/0696","USPA","08-10-16","USA","HI","Honolulu","Hawaii Last Chance World Qualifier",2016,21.3069444,-157.8583333,9,-0.862942673618399,-0.351135921885101,0.363364151245318
7601,"uspa/0697","USPA","15-10-16","USA","CA","Bakersfield","Central California Open Powerlifting Championships",2016,35.3732921,-119.0187125,80,-0.395545559817464,-0.713033782021717,0.578901145105531
7602,"uspa/0698","USPA","15-10-16","USA","KS","Wichita","Great Plains Regional Powerlifting Championships III",2016,37.6871761,-97.330053,83,-0.100965606533583,-0.784893116769409,0.611349933790222
7603,"uspa/0699","USPA","15-10-16","USA","AZ","Phoenix","Phoenix Europa Expo Powerlifting",2016,33.4483771,-112.0740373,67,-0.313564702651776,-0.773221694686831,0.551185438955466
7604,"uspa/0700","USPA","15-10-16","USA","MO","Waynesville","3rd Annual Red White and Blue Championships",2016,37.8286516,-92.2007227,52,-0.0303305057724412,-0.789265853557652,0.61330210567672
7605,"uspa/0701","USPA","15-10-16","USA","AK","Anchorage","Alaska State Championships",2016,61.2180556,-149.9002778,11,-0.416552113805512,-0.241464116266302,0.876458451405367
7606,"uspa/0702","USPA","15-10-16","USA","CA","San Diego","Grinder Open",2016,32.715738,-117.1610838,45,-0.384076628860547,-0.748582499794314,0.540471446206748
7607,"uspa/0703","USPA","15-10-16","USA","TX","Spring","Houston Fall Classic",2016,30.0799405,-95.4171601,83,-0.0816924713943391,-0.861462168714294,0.501207813178875
7608,"uspa/0704","USPA","15-10-16","USA","ND","Williston","North Dakota State Open",2016,48.1469683,-103.6179745,27,-0.157095473780908,-0.64846468715054,0.744858752809085
7609,"uspa/0705","USPA","22-10-16","USA","CA","Grove","Sacramento Open",2016,39.43694,-123.65833,53,-0.428052353380222,-0.642849773950493,0.63522858161252
7610,"uspa/0706","USPA","22-10-16","USA","WV","Fairmont","4th Annual USPA Bar Fight",2016,39.4850848,-80.1425781,56,0.132128149399828,-0.760396063529703,0.635877329918836
7611,"uspa/0707","USPA","22-10-16","USA","TX","El Paso","El Chuco Steel Classic",2016,31.7618778,-106.4850217,59,-0.241268966361146,-0.815292982522344,0.52639019607212
7612,"uspa/0708","USPA","22-10-16","USA","IA","Des Moines","Iowa State Powerlifting Championships",2016,41.6005448,-93.6091064,45,-0.0470728506179735,-0.746308709054988,0.663933323100577
7613,"uspa/0709","USPA","22-10-16","USA","IA","Des Moines","Iowa State Powerlifting Championships",2016,41.6005448,-93.6091064,45,-0.0470728506179735,-0.746308709054988,0.663933323100577
7614,"uspa/0710","USPA","22-10-16","USA","OH","Franklin","Ohio Powerlifting Championship",2016,40.0154745,-82.9931607,56,0.0934269114042367,-0.760150978797698,0.642994480270528
7615,"uspa/0711","USPA","22-10-16","USA","OH","Franklin","Ohio Powerlifting Championship",2016,40.0154745,-82.9931607,56,0.0934269114042367,-0.760150978797698,0.642994480270528
7616,"uspa/0712","USPA","28-10-16","USA","GA","Atlanta","Goggins Force Amateur Invitational",2016,33.7489954,-84.3879824,34,0.0813117322986725,-0.827493998267674,0.555555654297181
7617,"uspa/0713","USPA","29-10-16","USA","GA","Atlanta","Goggins Force Pro Invitational",2016,33.7489954,-84.3879824,22,0.0813117322986725,-0.827493998267674,0.555555654297181
7618,"uspa/0714","USPA","29-10-16","USA","UT","Ogden","Halloween Classic",2016,41.223,-111.9738304,16,-0.281441956108399,-0.697510358189207,0.658991445741629
7619,"uspa/0715","USPA","29-10-16","USA","UT","Ogden","Halloween Classic",2016,41.223,-111.9738304,16,-0.281441956108399,-0.697510358189207,0.658991445741629
7620,"uspa/0716","USPA","29-10-16","USA","PA","Allentown","Jacked-O-Lantern Classic",2016,40.6084305,-75.4901833,25,0.190208302316993,-0.734961433447222,0.650885929387702
7621,"uspa/0717","USPA","29-10-16","USA","KY","Florence","Monster Ball Massacre",2016,38.9989499,-84.6266111,27,0.0727776232904331,-0.773742327965477,0.629306147644181
7622,"uspa/0718","USPA","29-10-16","USA","CA","San Jose","Spartan Push/Pull",2016,37.3382082,-121.8863286,33,-0.419983969276648,-0.675091468468761,0.606518734048112
7623,"uspa/0719","USPA","29-10-16","USA","CO","Parker","The Walking Deadlift",2016,39.5186002,-104.7613633,23,-0.196552485743108,-0.74595772512441,0.636328682895421
7624,"uspa/0720","USPA","29-10-16","USA","VA","Vinton","Monster Bash",2016,37.2809707,-79.8969819,22,0.139576130292738,-0.783336921409562,0.605724171062286
7625,"uspa/0721","USPA","29-10-16","USA","VA","Vinton","Virginia State Championships",2016,37.2809707,-79.8969819,29,0.139576130292738,-0.783336921409562,0.605724171062286
7626,"uspa/0722","USPA","29-10-16","USA","TX","Texas City","World City Classic",2016,29.383845,-94.9027002,45,-0.074469137483293,-0.868164147957225,0.490658088452845
7627,"uspa/0723","USPA","05-11-16","USA","HI","Kapolei","Alakai CF Real Steel Lift Off",2016,21.3353909,-158.0568965,68,-0.863986937281084,-0.348075763366862,0.363826655378943
7628,"uspa/0724","USPA","05-11-16","USA","OH","Macedonia","13th Annual Big K Ohio Powerlifting Championships",2016,41.3174524,-81.5047772,43,0.110952254183039,-0.742822535190019,0.660230473778343
7629,"uspa/0725","USPA","05-11-16","USA","OK","Oklahoma City","Brewhouse Barbell Classic",2016,35.4675602,-97.5164276,24,-0.106537808239173,-0.807445975356376,0.580241925662378
7630,"uspa/0726","USPA","05-11-16","USA","MD","Frederick","Maryland State Championship",2016,39.4142688,-77.4105409,23,0.168393405787046,-0.75400035132759,0.634922933185839
7631,"uspa/0727","USPA","05-11-16","USA","FL","Tampa","Strength Camp Powerlifting Challenge",2016,27.950575,-82.4571776,35,0.115955134641882,-0.875708623834021,0.468709732022825
7632,"uspa/0728","USPA","06-11-16","USA","CA","Westlake Village","Conejo Valley Open",2016,34.1466467,-118.8073729,39,-0.398794406703378,-0.725183271375015,0.561312964485885
7633,"uspa/0729","USPA","12-11-16","USA","MS","Southaven","Reload the Bar Powerlifting Championships",2016,34.9918587,-90.0022958,34,-3.2826088929162e-05,-0.819233536265878,0.573460035207121
7634,"uspa/0730","IPL","10-11-16","USA","NV","Las Vegas","IPL World Powerlifting Championships",2016,36.1699412,-115.1398296,318,-0.342951592466276,-0.730800338648353,0.590182234785408
7635,"uspa/0731","USPA","19-11-16","USA","NM","Albuquerque","New Mexico State Powerlifting Championships",2016,35.0853336,-106.6055534,65,-0.233853906171675,-0.784169708859414,0.57479580572199
7636,"uspa/0732","USPA","19-11-16","USA","LA","Marrero","Southern Strength Showcase",2016,29.8993723,-90.1003506,47,-0.00151833369194986,-0.866900880390093,0.498478242495779
7637,"uspa/0733","USPA","19-11-16","USA","WA","Kennewick","Washington State Fall Brawl Powerlifting",2016,46.2112458,-119.1372338,57,-0.336937674147844,-0.60443285352808,0.721896065452461
7638,"uspa/0734","USPA","20-11-16","USA","FL","Port St Lucie","Thanksgiving Throwdown",2016,27.2730492,-80.3582261,83,0.148868470865139,-0.876277385477398,0.45823151581179
7639,"uspa/0736","USPA","03-12-16","USA","OR","Newport","Western Regional Powerlifting Championships",2016,39.091449,-84.4957757,89,0.0744467320325502,-0.772561838729684,0.630559980833135
7640,"uspa/0737","USPA","03-12-16","USA","CA","San Diego","Deadweight Open",2016,32.715738,-117.1610838,64,-0.384076628860547,-0.748582499794314,0.540471446206748
7641,"uspa/0738","USPA","03-12-16","USA","CA","Santa Cruz","Jingle Jacked Powerlifting Meet",2016,36.9741171,-122.0307963,52,-0.423720464476437,-0.677284158752136,0.60145418469513
7642,"uspa/0739","USPA","03-12-16","USA","NY","Yorktown Heights","SMG's Westchester Rebellion",2016,41.2709274,-73.7776336,56,0.209971150618064,-0.721673795689497,0.65962038213145
7643,"uspa/0740","USPA","03-12-16","USA","CO","Colorado Springs","Snowball Open II",2016,38.8338816,-104.8213634,59,-0.199264686794764,-0.753049548496584,0.627064559758942
7644,"uspa/0741","USPA","03-12-16","USA","WV","Fairmont","Holiday Havoc Powerlifting",2016,39.4850848,-80.1425781,31,0.132128149399828,-0.760396063529703,0.635877329918836
7645,"uspa/0742","USPA","04-12-16","USA","WV","Fairmont","Drug Tested Holiday Havoc Powerlifting",2016,39.4850848,-80.1425781,31,0.132128149399828,-0.760396063529703,0.635877329918836
7646,"uspa/0743","USPA","10-12-16","USA","TX","San Antonio","Bend The Bar",2016,29.4241219,-98.4936282,107,-0.12864724009981,-0.861454111689191,0.491270496843124
7647,"uspa/0744","USPA","10-12-16","USA","GA","Atlanta","Dirty South Powerlifting Championships",2016,33.7489954,-84.3879824,29,0.0813117322986725,-0.827493998267674,0.555555654297181
7648,"uspa/0745","USPA","10-12-16","USA","VA","Haymarket","Durable Holiday Classic",2016,38.8120591,-77.6363806,61,0.166839811854556,-0.761135053762905,0.626767825525271
7649,"uspa/0746","USPA","10-12-16","USA","CA","Ventura","Holiday Festival of Strength",2016,34.274646,-119.2290316,51,-0.403507096242857,-0.72113268278591,0.563160436376397
7650,"uspa/0747","USPA","10-12-16","USA","CA","Calimesa","Inland Empire Winter Open",2016,34.0039039,-117.0619755,42,-0.377156636928724,-0.738236406359928,0.559249389401002
7651,"uspa/0748","USPA","10-12-16","USA","KY","Louisville","Kentucky State Championships",2016,38.2526647,-85.7584557,34,0.0580809436061344,-0.783137320422303,0.619130471994067
7652,"uspa/0749","USPA","10-12-16","USA","WA","Aberdeen","Mammoth Open",2016,46.9753708,-123.8157218,30,-0.379723117232838,-0.566887064340807,0.731060469812202
7653,"uspa/0750","USPA","10-12-16","USA","MA","Scituate","Massachusetts-Rhode Island Open",2016,42.195929,-70.7258633,13,0.244546703846619,-0.699327585809278,0.671667951717157
7654,"uspa/0751","USPA","10-12-16","USA","CA","Merced","NORCAL Powerlifting Championships",2016,37.3021632,-120.4829677,90,-0.403517934385903,-0.685503417648754,0.606018432905148
7655,"uspa/0752","USPA","10-12-16","USA","MO","Kansas City","Strong Like Bull Powerlifting Championships",2016,39.0997265,-94.5785667,70,-0.0619489534277098,-0.773572896167484,0.630672102985587
7656,"uspa/0753","USPA","17-12-16","USA","IN","Indianapolis","Best of the West",2016,39.768403,-86.158068,27,0.0515018100747207,-0.766909051315588,0.639685915562671
7657,"uspa/0754","USPA","17-12-16","USA","AL","Gardendale","North Jefferson Powerlifting Championship",2016,33.6601033,-86.8127702,33,0.0462772612033931,-0.83105279478689,0.554264979384782
7658,"uspa/0755","USPA","17-12-16","USA","PA","Allentown","Yuletide Slay Bench Press/Deadlift Classic",2016,40.6084305,-75.4901833,33,0.190208302316993,-0.734961433447222,0.650885929387702
7659,"uspa/0756","USPA","18-12-16","USA","NV","Las Vegas","SkillCon Powerlifting Competition",2016,36.1699412,-115.1398296,28,-0.342951592466276,-0.730800338648353,0.590182234785408
7887,"wnpf/1601","WNPF","11-11-16","USA","NJ","Bordentown","World Powerlifting Championships",2016,40.1462213,-74.7118264,107,0.201552770752763,-0.737350783237374,0.644740492803977
7894,"wrpf/1605","WRPF","19-08-16","USA","CA","Mountain View","Boss of Bosses 3 Open",2016,37.3860517,-122.0838511,74,-0.422039633434138,-0.673210256032432,0.607182426444907
7895,"wrpf/1606","WRPF","20-08-16","USA","CA","Mountain View","Boss of Bosses 3 Invitational",2016,37.3860517,-122.0838511,45,-0.422039633434138,-0.673210256032432,0.607182426444907
7906,"wuap/1601","WUAP","20-11-16","USA","IL","Peoria","IronFest Powerlifting and Benchpress Championships",2016,40.6936488,-89.5889864,50,0.00543897928914902,-0.758187107771825,0.652014361124728
7918,"xpc/2016-bench-freak-show","XPC","04-03-16","USA","OH","Columbus","2016 XPC Bench Freak Show",2016,39.9611755,-82.9987942,9,0.0934264040613865,-0.760764639541178,0.642268378676656
7919,"xpc/2016-elite-finals","XPC","04-03-16","USA","OH","Columbus","2016 XPC Elite Finals",2016,39.9611755,-82.9987942,77,0.0934264040613865,-0.760764639541178,0.642268378676656
7920,"xpc/2016-pro-finals","XPC","05-03-16","USA","OH","Columbus","2016 XPC PRO Finals",2016,39.9611755,-82.9987942,79,0.0934264040613865,-0.760764639541178,0.642268378676656
5,"365strong/1701","365Strong","22-04-17","USA","NC","Charlotte","Charlotte Europa Games",2017,35.2270869,-80.8431267,109,0.129995523115661,-0.806462343208014,0.576818561557554
6,"365strong/1702","365Strong","21-01-17","USA","GA","Martinez","New Year Challenge",2017,33.5173577,-82.0756734,39,0.114940680893631,-0.825757411252035,0.552189584869224
7,"365strong/1703","365Strong","10-06-17","USA","MO","Lake Ozark","Midwest Regionals",2017,38.1986435,-92.6387968,56,-0.0361810637400275,-0.785038214740623,0.618389789714785
8,"365strong/1704","365Strong","15-07-17","USA","SC","Rock Hill","Victory Cup Challenge",2017,34.9248667,-81.0250784,26,0.127906696656602,-0.809865173998228,0.572501770211426
9,"365strong/1705","365Strong","12-08-17","USA","NC","Fayetteville","Eastern Regional Championship",2017,35.0526641,-78.8783585,44,0.157906607820319,-0.803250618862275,0.574329127333841
10,"365strong/1706","365Strong","30-09-17","USA","IN","Evansville","Ohio Valley Regional Open Powerlifting Championships",2017,37.9715592,-87.5710898,7,0.0334086728708888,-0.787608017681768,0.615270242300407
11,"365strong/1707","365Strong","30-09-17","USA","IN","Evansville","US Masters Open",2017,37.9715592,-87.5710898,10,0.0334086728708888,-0.787608017681768,0.615270242300407
12,"365strong/1708","365Strong","28-10-17","USA","NC","Charlotte","2017 Men & Women National Powerlifting Championships",2017,35.2270869,-80.8431267,111,0.129995523115661,-0.806462343208014,0.576818561557554
15,"aau/1701","AAU","25-02-17","USA","CA","San Diego","So Cal Meet",2017,32.715738,-117.1610838,20,-0.384076628860547,-0.748582499794314,0.540471446206748
16,"aau/1702","AAU","20-05-17","USA","CA","Los Angeles","Battle of Los Angeles",2017,34.0522342,-118.2436849,29,-0.392077884722023,-0.729885362814062,0.559948470362844
17,"aau/1703","AAU","11-02-17","USA","CA","Santa Barbara","Central California Meet",2017,34.4208305,-119.6981901,16,-0.40868520618891,-0.716554033635139,0.565266945012301
18,"aau/1704","AAU","18-03-17","USA","CA","Santa Clara","American Meet",2017,37.3541079,-121.9552356,22,-0.42070647133617,-0.674443054176445,0.606739344075376
19,"aau/1705","AAU","21-01-17","USA","NV","Las Vegas","Sin City Powerlifting",2017,36.1699412,-115.1398296,14,-0.342951592466276,-0.730800338648353,0.590182234785408
23,"apa/1701","APA","21-01-17","USA","AK","Searcy","Rhino Open Championships",2017,35.210773,-91.77159,24,-0.0252588074973394,-0.816645967327083,0.576585949093651
24,"apa/1702","APA","05-08-17","USA","MI","Metamora","Michigan Summer Iron Bash",2017,42.9414173,-83.2891092,20,0.0855470838692317,-0.727034957903349,0.681250223066345
25,"apa/1703","APA","29-07-17","USA","AL","Tuscaloosa","Raw Wars III",2017,33.2098407,-87.5691735,46,0.0354858625761068,-0.835917382480565,0.547706931875132
26,"apa/1704","APA","22-07-17","USA","MI","Ellisville","Missouri Raw Summer Iron Bash",2017,31.601068,-89.202123,11,0.011860272783623,-0.851634584909511,0.524001782168251
27,"apa/1705","APA","15-07-17","USA","TX","El Paso","Lone Star Raw Championships",2017,31.7618778,-106.4850217,22,-0.241268966361146,-0.815292982522344,0.52639019607212
28,"apa/1706","APA","20-05-17","USA","OH","Lebanon","Raw Nationals",2017,39.4353373,-84.2029922,30,0.0780098899318944,-0.768392186757153,0.635206977609168
29,"apa/1707","APA","08-07-17","USA","AR","Newport","Southern States",2017,35.6048018,-91.2817951,21,-0.0181877114388795,-0.812848519997383,0.582191111827277
30,"apa/1708","APA","17-06-17","USA","NJ","Hillsborough","Garden State Raw Championships",2017,40.5106322,-74.6472522,16,0.201293880400357,-0.733153952857486,0.64958914332277
31,"apa/1709","APA","10-06-17","USA","AR","Harrison","Clash of the Iron Warriors",2017,36.2297936,-93.1076765,14,-0.0437307586103951,-0.805466838997862,0.591025204222418
32,"apa/1710","APA","20-05-17","USA","FL","Largo","Blessed Iron Bash",2017,27.9094665,-82.7873244,22,0.110949467769475,-0.876695635677412,0.468075825038902
33,"apa/1711","APA","13-05-17","USA","MS","Philadelphia","Mississippi State Championships",2017,32.7715227,-89.1167275,31,0.0129618215616755,-0.840735829124388,0.541290362752128
34,"apa/1712","APA","13-05-17","USA","VT","Brattleboro","30th Can-Am International Championships",2017,42.8509152,-72.5578678,56,0.219748891777378,-0.699416799673779,0.680093056056819
35,"apa/1713","APA","15-04-17","USA","TX","McAllen","Region 6 Championships",2017,26.2034071,-98.2300124,14,-0.128436420923002,-0.887991864816662,0.441559207581403
36,"apa/1714","APA","01-04-17","USA","TX","El Paso","Sun City Championships",2017,31.7618778,-106.4850217,22,-0.241268966361146,-0.815292982522344,0.52639019607212
37,"apa/1715","APA","18-02-17","USA","AR","Harrison","Arkansas Raw Championships",2017,36.2297936,-93.1076765,13,-0.0437307586103951,-0.805466838997862,0.591025204222418
38,"apa/1716","APA","19-08-17","USA","AR","Conway","Battle of the Badasses",2017,35.0886963,-92.4421011,28,-0.0348660293579767,-0.817519987688391,0.574843830728644
39,"apa/1717","APA","02-09-17","USA","MO","Leadington","Ozark Open",2017,37.8403292,-90.491791,20,-0.00677840667514728,-0.78969431432336,0.61346307397292
40,"apa/1718","APA","22-04-17","USA","MO","Jackson","ShowMe State Raw Championships",2017,37.3822732,-89.6662063,21,0.00462916832865866,-0.794589014804295,0.607130025902956
41,"apa/1719","APA","25-03-17","USA","UT","St. George","Utah Open Raw Championships",2017,37.0965278,-113.5684164,12,-0.31892363499355,-0.73108559638761,0.603159651996943
42,"apa/1720","APA","21-01-17","USA","FL","Largo","Thunderbay Throwdown",2017,27.9094665,-82.7873244,24,0.110949467769475,-0.876695635677412,0.468075825038902
43,"apa/1721","APA","07-10-17","USA","TX","Weslaco","US Open",2017,26.1595194,-97.9908366,22,-0.124775456817224,-0.888854954904044,0.440871811889332
44,"apa/1722","APA","23-09-17","USA","UT","St. George","West Coast Raw Championships",2017,37.0965278,-113.5684164,14,-0.31892363499355,-0.73108559638761,0.603159651996943
45,"apa/1723","APA","16-09-17","USA","MI","Clawson","4th Annual Wolverine Open Raw Championships",2017,42.5333682,-83.1463166,19,0.0879354907421869,-0.731618085210623,0.676019472249633
46,"apc/1701","APC","24-06-17","USA","GA","Gainesville","15th Annual Nationals",2017,34.2978794,-83.8240663,39,0.0888753578553459,-0.821324553488318,0.563495473454135
47,"apc/1702","APC","18-03-17","USA","GA","Gainesville","Georgia State Championships",2017,34.2978794,-83.8240663,28,0.0888753578553459,-0.821324553488318,0.563495473454135
72,"apf/1701","APF","01-04-17","USA","FL","Tampa","Gulfcoast",2017,27.950575,-82.4571776,50,0.115955134641882,-0.875708623834021,0.468709732022825
73,"apf/1702","APF","22-04-17","USA","IL",NA,"AAPF IL High School Championships",2017,40.6331249,-89.3985283,17,0.00796647591991576,-0.758853127721985,0.651213072510049
75,"apf/1704","APF","07-05-17","USA","FL","Lake Buena Vista","Raw National Championships",2017,28.3936186,-81.5386842,44,0.129440715939818,-0.870126371190543,0.47552623399321
76,"apf/1705","APF","06-05-17","USA","ME","Portland","Maine State Championship",2017,43.661471,-70.2553259,33,0.244396330847449,-0.680899164690565,0.690396089930987
77,"apf/1706","APF","04-02-17","USA","CA","Santa Maria","California Central Coast Open",2017,34.9530337,-120.4357191,15,-0.41519700899135,-0.706676423012237,0.572904771217055
78,"apf/1707","APF","22-04-17","USA","OR","Portland","Spring Challenge",2017,45.5230622,-122.6764815,22,-0.378262276239661,-0.58973638179109,0.713532515282902
