MeetID,MeetPath,Federation,Date,MeetCountry,MeetState,MeetTown,MeetName
6144,usapl/CA-2017-06,USAPL,2017-07-15,USA,CA,,CA State Games & USA Masters Games
6145,usapl/CA-2017-07,USAPL,2017-04-29,USA,CA,,2017 California State Championship
6146,usapl/CA-2017-08,USAPL,2017-06-10,USA,CA,,NorCal Open
6147,usapl/CA-2017-09,USAPL,2017-09-09,USA,CA,Santa Cruz,Santa Cruz Strength Fall Classic
6148,usapl/CA-2017-10,USAPL,2017-10-07,USA,CA,,Humanity Open
6149,usapl/CA-2017-11,USAPL,2017-08-20,USA,CA,,Juggernaut Summer Open
6150,usapl/CO-2013-01,USAPL,2013-07-27,USA,CO,,2013 Rocky Mountain State Games
6151,usapl/CO-2013-02,USAPL,2013-10-26,USA,CO,,2013 Mile High Push Pull
6152,usapl/CO-2013-03,USAPL,2013-12-07,USA,CO,,2013 Colorado State Championships
6153,usapl/CO-2014-01,USAPL,2014-02-01,USA,CO,,2014 RMLC Championships
6154,usapl/CO-2014-02,USAPL,2014-03-09,USA,CO,,2014 Last Chance Qualifier
6155,usapl/CO-2014-04,USAPL,2014-07-26,USA,CO,,2014 Rocky Mountain State Games
6156,usapl/CO-2014-05,USAPL,2014-10-18,USA,CO,,Mile High Push Pull
6157,usapl/CO-2014-06,USAPL,2014-12-06,USA,CO,,Rocky Mountain Pro Bench
6158,usapl/CO-2015-01,USAPL,2015-02-14,USA,CO,,RMLC Raw Collegiate Invitational
6159,usapl/CO-2015-02,USAPL,2015-02-14,USA,,,2015 Youth Nationals
6160,usapl/CO-2015-03,USAPL,2015-02-15,USA,CO,,RMLC Championships
6161,usapl/CO-2015-04,USAPL,2015-07-25,USA,CO,,Rocky Mountain State Games
6162,usapl/CO-2015-05,USAPL,2015-12-05,USA,CO,,Colorado State Championships
6163,usapl/CO-2016-01,USAPL,2016-02-13,USA,CO,,2016 RMLC Championships
6164,usapl/CO-2016-02,USAPL,2016-07-30,USA,CO,,Rocky Mountain State Games
6165,usapl/CO-2016-03,USAPL,2016-09-25,USA,CO,Wheat Ridge,Colorado Fall Open
6166,usapl/CO-2016-04,USAPL,2016-12-02,USA,CO,,2016 Colorado State Championships
6167,usapl/CO-2017-01,USAPL,2017-02-11,USA,CO,,2017 Colorado State Championships
6168,usapl/CO-2017-02,USAPL,2017-04-29,USA,CO,,Gorilla Warfare
6169,usapl/CO-2017-03,USAPL,2017-07-30,USA,CO,,2017 Rocky Mountain State Games
6170,usapl/CO-2017-04,USAPL,2017-09-16,USA,CO,,2nd Annual Colorado Fall Open
6171,usapl/CO-2017-05,USAPL,2017-11-18,USA,CO,,2017 RMLC Championships
6172,usapl/CT-2014-01,USAPL,2014-05-04,USA,CT,,1st Annual Connecticut Spring Classic
6173,usapl/CT-2015-01,USAPL,2015-02-21,USA,CT,,CONNECTICUT NATURALLY HARDCORE CLASSIC
6174,usapl/CT-2015-04,USAPL,2015-11-07,USA,CT,,Connecticut Strength Sports Festival
6175,usapl/CT-2015-05,USAPL,2015-09-19,USA,CT,,TEF Meet
6176,usapl/CT-2016-01,USAPL,2016-02-27,USA,CT,,2016 Naturally Hardcore Classic
6177,usapl/CT-2016-02,USAPL,2016-05-07,USA,CT,,3rd Annual Connecticut Spring Classic
6178,usapl/CT-2016-03,USAPL,2016-09-11,USA,CT,Derby,Connecticut Last Show for Nationals
6179,usapl/CT-2016-04,USAPL,2016-10-08,USA,CT,Derby,Connecticut Bench Press Against Breast Cancer
6180,usapl/CT-2016-05,USAPL,2016-11-12,USA,CT,,Connecticut Deadlift Against Diabetes
6181,usapl/CT-2017-01,USAPL,2017-05-06,USA,CT,,Connecticut State Championships and Spring Classic
6182,usapl/CT-2017-02,USAPL,2017-02-18,USA,CT,,Connecticut Winter Invitational
6183,usapl/CT-2017-03,USAPL,2017-07-22,USA,CT,,Connecticut Summer Showdown
6184,usapl/CT-2017-04,USAPL,2017-10-28,USA,CT,,New England Showdown
6185,usapl/CT-2017-05,USAPL,2017-09-09,USA,CT,,Connecticut Fall Classic
6186,usapl/CT-2017-07,USAPL,2017-09-30,USA,CT,,CT Bench Press Against Breast Cancer
6187,usapl/DC-2017-01,USAPL,2017-04-01,USA,DC,,District Open
6188,usapl/DE-2017-01,USAPL,2017-04-30,USA,DE,,2017 Delaware State Championship
6189,usapl/DE-2017-02,USAPL,2017-10-29,USA,DE,,2017 Delaware Fall Classic
6190,usapl/FL-2013-03,USAPL,2013-07-08,USA,FL,,2013 Central Florida Open Powerlifting Championships
6191,usapl/FL-2014-01,USAPL,2014-03-15,USA,FL,,32nd Annual Florida State Powerlifting Championships
6192,usapl/FL-2014-02,USAPL,2014-05-24,USA,FL,,2014 Boynton Barbell Center Raw Open Championships
6193,usapl/FL-2014-03,USAPL,2014-06-14,USA,FL,,2014 Central Florida Open Powerlifting Championships
6194,usapl/FL-2014-04,USAPL,2014-11-16,USA,FL,,2014 Florida Collegiate
6195,usapl/FL-2015-01,USAPL,2015-03-14,USA,FL,,2015 Florida State Championships
6196,usapl/FL-2015-03,USAPL,2015-06-13,USA,FL,,36th Florida Sunshine Games
6197,usapl/FL-2015-04,USAPL,2015-07-25,USA,FL,,Central Florida Championship
6198,usapl/FL-2015-05,USAPL,2015-09-26,USA,FL,,9th Annual South Florida Open Powerlifting Championships
6199,usapl/FL-2015-06,USAPL,2015-10-25,USA,FL,,12th Annual Florida Collegiate Powerlifting Championship
6200,usapl/FL-2015-07,USAPL,2015-04-26,USA,FL,,1st Annual North Florida Open Powerlifting Championships
6201,usapl/FL-2015-08,USAPL,2015-12-13,USA,FL,,2015 Southeastern USA Regional Championships
6202,usapl/FL-2016-01,USAPL,2016-03-20,USA,FL,,2016 Orlando Open Championships
6203,usapl/FL-2016-02,USAPL,2016-05-14,USA,FL,,2nd Annual Boynton Barbell Raw Powerlifting Championship
6204,usapl/FL-2016-03,USAPL,2016-05-28,USA,FL,,35th Annual Florida State Powerlifting Championship
6205,usapl/FL-2016-04,USAPL,2016-06-11,USA,FL,,37th Annual Sunshine State Games
6206,usapl/FL-2016-05,USAPL,2016-07-23,USA,FL,,5th Annual Central Florida Powerlifting Championships
6207,usapl/FL-2016-06,USAPL,2016-09-25,USA,FL,Davie,10th Annual South Florida Open Powerlifting Championships
6208,usapl/FL-2016-08,USAPL,2016-11-20,USA,FL,,13th Annual Florida Collegiate Powerlifting Championships
6209,usapl/FL-2017-01,USAPL,2017-01-21,USA,FL,,Boynton Barbell Center Powerlifting Championship
6210,usapl/FL-2017-02,USAPL,2017-03-26,USA,FL,,35th Annual Florida State Championships
6211,usapl/FL-2017-03,USAPL,2017-04-22,USA,FL,,Capital City Barbell Raw Powerlifting Championship
6212,usapl/FL-2017-04,USAPL,2017-06-03,USA,FL,,Gulf Breeze Open
6213,usapl/FL-2017-05,USAPL,2017-07-09,USA,FL,,6th Annual Central Florida Open Championships
6214,usapl/FL-2017-06,USAPL,2017-06-10,USA,FL,,Boynton Barbell Center Invitational
6215,usapl/FL-2017-07,USAPL,2017-09-03,USA,FL,,Florida Last Chance Qualifier
6216,usapl/FL-2017-08,USAPL,2017-09-30,USA,FL,,14th Annual Florida Collegiate Championships
6217,usapl/GA-2013-01,USAPL,2013-04-06,USA,GA,,2013 GA Spring Open
6218,usapl/GA-2013-02,USAPL,2013-04-20,USA,GA,,Powerlifting for Pink
6219,usapl/GA-2013-03,USAPL,2013-08-10,USA,GA,,Powerlifting for Pups
6220,usapl/GA-2013-04,USAPL,2013-11-09,USA,,,2013 Georgia & Southern States
6221,usapl/GA-2013-06,USAPL,2013-12-07,USA,GA,,Border Bash
6222,usapl/GA-2014-01,USAPL,2014-01-25,USA,GA,,GA Winter Classic & Single Ply Invitational
6223,usapl/GA-2014-02,USAPL,2014-04-05,USA,GA,,Georgia Spring Open
6224,usapl/GA-2014-03,USAPL,2014-05-10,USA,GA,,Border Bash & Southeastern High School State Wars
6225,usapl/GA-2014-04,USAPL,2014-08-09,USA,GA,,Powerlifting for Pups
6226,usapl/GA-2014-05,USAPL,2014-03-08,USA,GA,,Georgia High School State Championships
6227,usapl/GA-2014-07,USAPL,2014-06-28,USA,GA,,Powerlifting for Pink
6228,usapl/GA-2014-08,USAPL,2014-10-25,USA,GA,,2014 GA & Southern States BP & PL Championships
6229,usapl/GA-2015-01,USAPL,2015-02-28,USA,GA,,2015 Georgia Spring Open
6230,usapl/GA-2015-02,USAPL,2015-06-26,USA,GA,,Summer Showdown
6231,usapl/GA-2015-03,USAPL,2015-08-08,USA,GA,,Powerlifting For Pups
6232,usapl/GA-2015-04,USAPL,2015-11-07,USA,GA,,3rd Annual Powerlifting for Pink
6233,usapl/GA-2015-05,USAPL,2015-12-12,USA,GA,,Georgia & Southern States
6234,usapl/GA-2016-01,USAPL,2016-02-13,USA,GA,,Citadel Nutrition Open
6235,usapl/GA-2016-02,USAPL,2016-04-02,USA,GA,,Georgia Spring Open
6236,usapl/GA-2016-03,USAPL,2016-05-07,USA,GA,,Lift for Life
6237,usapl/GA-2016-04,USAPL,2016-06-10,USA,GA,,Summer Showdown
6238,usapl/GA-2016-05,USAPL,2016-08-13,USA,GA,,Powerlifting for Pups
6239,usapl/GA-2016-06,USAPL,2016-04-23,USA,GA,,Explosive Mechanics Day of Mayhem
6240,usapl/GA-2016-07,USAPL,2016-07-09,USA,GA,,Kilo Classic
6241,usapl/GA-2016-08,USAPL,2016-12-10,USA,GA,,Powerlifting for Pink
6242,usapl/GA-2016-09,USAPL,2016-09-11,USA,GA,Duluth,No Frills Quest Qualifier
6243,usapl/GA-2017-01,USAPL,2017-02-04,USA,GA,,Georgia High School State Championships
6244,usapl/GA-2017-02,USAPL,2017-02-04,USA,GA,,Georgia State Championships
6245,usapl/GA-2017-03,USAPL,2017-04-01,USA,GA,,Georgia Spring Open
6246,usapl/GA-2017-04,USAPL,2017-05-06,USA,GA,,2017 Atlanta Women's Open
6247,usapl/GA-2017-05,USAPL,2017-06-10,USA,GA,,Dirty South Bench Press and Deadlift Challenge
6248,usapl/GA-2017-06,USAPL,2017-07-08,USA,GA,,5 Bar Showdown
6249,usapl/GA-2017-07,USAPL,2017-11-11,USA,GA,,Savage Open
6250,usapl/GA-2017-08,USAPL,2017-09-16,USA,GA,,Powerlifting For Pups
6251,usapl/GA-2017-09,USAPL,2017-08-27,USA,GA,,Bring A Volunteer Last Minute Qualifier
6252,usapl/HI-2016-01,USAPL,2016-04-30,USA,HI,,2016 Island Qualifier
6253,usapl/IA-2014-01,USAPL,2014-03-08,USA,IA,,2014 WOODWARD ACADEMY INVITATIONAL
6254,usapl/IA-2014-02,USAPL,2014-10-25,USA,IA,,Best of the Midwest
6255,usapl/IA-2015-01,USAPL,2015-01-17,USA,IA,,Iowa Open
6256,usapl/IA-2015-02,USAPL,2015-03-14,USA,IA,,Woodward Academy High School Open
6257,usapl/IA-2016-01,USAPL,2016-02-20,USA,IA,,Woodward Academy High School Meet
6258,usapl/IA-2016-02,USAPL,2016-07-30,USA,IA,,2016 Iowa State Open
6259,usapl/IA-2017-01,USAPL,2017-01-21,USA,IA,,2017 Des Moines Metro Classic
6260,usapl/IA-2017-02,USAPL,2017-03-04,USA,IA,,Quad City Throw Down
6261,usapl/IA-2017-03,USAPL,2017-07-08,USA,IA,,2017 Iowa State Championship
6262,usapl/IA-2017-04,USAPL,2017-03-11,USA,IA,,2017 Woodward Academy High School Invitational
6263,usapl/IA-2017-05,USAPL,2017-06-17,USA,IA,,Quad Cities Summer Blastoff
6264,usapl/IA-2017-06,USAPL,2017-11-19,USA,IA,,Quad City Iron Thriller
6265,usapl/ID-2014-01,USAPL,2014-05-24,USA,ID,,2014 Annual Idaho Spring Classic Raw Powerlifting Championships
6266,usapl/ID-2014-02,USAPL,2014-12-13,USA,ID,,2014 Idaho State Open/High School Championships
6267,usapl/ID-2015-01,USAPL,2015-05-23,USA,ID,,Idaho Raw Classic
6268,usapl/ID-2015-02,USAPL,2015-12-12,USA,ID,,2015 Idaho State Powerlifting Championships
6269,usapl/ID-2016-01,USAPL,2016-06-04,USA,ID,,Bodybuilding.com Fit Expo Pro Deadlift
6270,usapl/ID-2016-02,USAPL,2016-08-27,USA,ID,,M'powered Raw Ruckus
6271,usapl/ID-2016-03,USAPL,2016-05-28,USA,ID,,Idaho RAW Classic
6272,usapl/ID-2016-04,USAPL,2016-12-03,USA,ID,,Winter Wars
6273,usapl/ID-2017-01,USAPL,2017-02-25,USA,ID,,Idaho State Championships
6274,usapl/ID-2017-02,USAPL,2017-06-03,USA,ID,,BFE Classic
6275,usapl/ID-2017-04,USAPL,2017-07-08,USA,ID,,NW Regionals Last Chance Qualifier
6276,usapl/ID-2017-05,USAPL,2017-11-11,USA,ID,,Winter Wars 2017
6277,usapl/IL-2014-02,USAPL,2014-05-17,USA,IL,,Illinois State/ Great Rivers Open
6278,usapl/IL-2014-03,USAPL,2014-11-15,USA,IL,,2014 MO Rivers Edge
6279,usapl/IL-2015-01,USAPL,2015-04-25,USA,IL,,2015 Illinois States and Great Rivers Open
6280,usapl/IL-2015-02,USAPL,2015-11-07,USA,IL,,2015 Battle of Belleville
6281,usapl/IL-2015-03,USAPL,2015-10-25,USA,IL,,Windy City Open Raw Bench
6282,usapl/IL-2016-01,USAPL,2016-01-31,USA,IL,,Illinois Women's Raw Open & Bench
6283,usapl/IL-2016-02,USAPL,2016-03-06,USA,IL,,Chicagoland Men's Open Power
6284,usapl/IL-2016-03,USAPL,2016-04-16,USA,IL,,All Midwest Raw Bench
6285,usapl/IL-2016-04,USAPL,2016-02-13,USA,IL,,2016 River's Edge
6286,usapl/IL-2016-05,USAPL,2016-04-30,USA,IL,,2016 Illinois State Championships
6287,usapl/IL-2016-06,USAPL,2016-09-18,USA,IL,Chicago,Windy City Raw Bench
6288,usapl/IL-2016-07,USAPL,2016-11-06,USA,IL,,Chicago Raw Novice
6289,usapl/IL-2016-08,USAPL,2016-12-10,USA,IL,,Beast of the Metro East
6290,usapl/IL-2017-01,USAPL,2017-02-12,USA,IL,,Illinois Women's Raw Open
6291,usapl/IL-2017-02,USAPL,2017-03-19,USA,IL,,Men's Chicagoland Raw Open
6292,usapl/IL-2017-03,USAPL,2017-04-30,USA,IL,,2017 All Midwest Bench and Deadlift
6293,usapl/IL-2017-04,USAPL,2017-01-15,USA,IL,,Illinois Collegiate Powerlifting Meet
6294,usapl/IL-2017-06,USAPL,2017-05-06,USA,IL,,Illinois State Meet 2017
6295,usapl/IL-2017-09,USAPL,2017-11-11,USA,IL,,The Beast of the Metro East
6296,usapl/IN-2013-01,USAPL,2013-10-12,USA,IN,Fort Wayne,Indiana Powerfest
6297,usapl/IN-2014-01,USAPL,2014-05-10,USA,IN,,2014 Hoosier Open
6298,usapl/IN-2015-01,USAPL,2015-09-15,USA,IN,,Warrior Closed
6299,usapl/IN-2016-01,USAPL,2016-04-02,USA,IN,,Southern Indiana Spring Classic
6300,usapl/IN-2016-02,USAPL,2016-09-10,USA,IN,,Southern Indiana Fall Raw Classic
6301,usapl/IN-2017-01,USAPL,2017-06-24,USA,IN,,Northern Indiana Bench & Deadlift Championships
6302,usapl/KS-2014-01,USAPL,2014-05-31,USA,KS,,2014 KANSAS HEAVY METAL
6303,usapl/KS-2015-01,USAPL,2015-06-06,USA,KS,,KS Heavy Metal Open
6304,usapl/KS-2015-02,USAPL,2015-12-05,USA,KS,,Kansas State Open
6305,usapl/KS-2016-01,USAPL,2016-06-04,USA,KS,,Kansas Heavy Metal Open
6306,usapl/KS-2016-02,USAPL,2016-09-17,USA,KS,Lawrence,Best in the Midwest Raw Deadlift Challenge
6307,usapl/KS-2016-03,USAPL,2016-12-03,USA,KS,,Kansas State Open
6308,usapl/KS-2017-01,USAPL,2017-06-03,USA,KS,,Kansas Heavy Metal Open
6309,usapl/KS-2017-02,USAPL,2017-09-16,USA,KS,,Kansas Klassic
6310,usapl/KY-2017-01,USAPL,2017-01-28,USA,KY,,Kentucky Open Raw Championship
6311,usapl/KY-2017-02,USAPL,2017-09-17,USA,KY,,Supertotal Weekend
6312,usapl/KY-2017-03,USAPL,2017-06-24,USA,KY,,Kentucky State Raw Champs
6313,usapl/LA-2014-01,USAPL,2014-01-18,USA,LA,,LOUISIANA STATE POWERLIFTING CHAMPIONSHIP
6314,usapl/LA-2014-02,USAPL,2014-02-21,USA,LA,,LaTech Collegiate Qualifer
6315,usapl/LA-2014-03,USAPL,2014-02-07,USA,LA,,Lutcher High School Nationals Qualifier
6316,usapl/LA-2014-04,USAPL,2014-07-12,USA,LA,,LOUISIANA SUMMER CLASSIC
6317,usapl/LA-2014-05,USAPL,2014-03-08,USA,LA,,Covington Qualifier
6318,usapl/LA-2014-06,USAPL,2014-03-22,USA,LA,,CAJUN PRIDE
6319,usapl/LA-2014-07,USAPL,2014-04-26,USA,LA,,2014 PATRIOT QUALIFIER
6320,usapl/LA-2014-08,USAPL,2014-11-15,USA,LA,,LOUISIANA COLLEGIATE REGIONALS
6321,usapl/LA-2015-01,USAPL,2015-01-10,USA,LA,,2015 LOUISIANA STATE POWERLIFTING CHAMPIONSHIP
6322,usapl/LA-2015-02,USAPL,2015-02-13,USA,LA,,La Tech Collegiate Qualifier
6323,usapl/LA-2015-03,USAPL,2015-03-22,USA,LA,,Cajun pride
6324,usapl/LA-2015-04,USAPL,2015-07-18,USA,LA,,2015 Louisiana Summer Classic
6325,usapl/LA-2015-05,USAPL,2015-05-23,USA,LA,,Battle of Legends
6326,usapl/LA-2015-06,USAPL,2015-03-11,USA,LA,,Covington Qualifier
6327,usapl/LA-2015-08,USAPL,2015-11-21,USA,LA,,Louisiana Open & Collegiate Regionals
6328,usapl/LA-2015-10,USAPL,2015-12-26,USA,LA,,Legends' Iron Christmas
6329,usapl/LA-2015-11,USAPL,2015-12-05,USA,LA,,La Tech Collegiate Qualifier
6330,usapl/LA-2016-01,USAPL,2016-01-16,USA,LA,,2016 Louisiana State Championship
6331,usapl/LA-2016-02,USAPL,2016-03-26,USA,LA,,Pelican State Open and National Meet Qualifier
6332,usapl/LA-2016-03,USAPL,2016-02-13,USA,LA,,South Louisiana Qualifier
6333,usapl/LA-2016-04,USAPL,2016-07-16,USA,LA,,Louisiana Summer Classic
6334,usapl/LA-2016-05,USAPL,2016-05-14,USA,LA,,2016 Louisiana State Games
6335,usapl/LA-2016-06,USAPL,2016-03-12,USA,LA,,2016 Cajun Pride
6336,usapl/LA-2016-07,USAPL,2016-02-14,USA,LA,,Cenla High School Qualifying Meet
6337,usapl/LA-2016-08,USAPL,2016-11-19,USA,LA,,Abbeville Open & Louisiana Collegiate Championship
6338,usapl/LA-2016-09,USAPL,2016-09-04,USA,LA,,New Orleans Invitational
6339,usapl/LA-2016-10,USAPL,2016-12-10,USA,LA,,La Tech Intersquad Meet
6340,usapl/LA-2017-01,USAPL,2017-02-18,USA,LA,,Pelican State Open & Free High School Qualifier
6341,usapl/LA-2017-02,USAPL,2017-05-06,USA,LA,,2017 LA State Games
6342,usapl/LA-2017-03,USAPL,2017-01-14,USA,LA,,2017 Louisiana State Championship
6343,usapl/LA-2017-04,USAPL,2017-03-09,USA,LA,,New Orleans Invitational
6344,usapl/LA-2017-06,USAPL,2017-07-15,USA,LA,,2017 Louisiana Summer Classic
6345,usapl/LA-2017-07,USAPL,2017-02-04,USA,LA,,South Louisiana High School Qualifier
6346,usapl/LA-2017-08,USAPL,2017-03-11,USA,LA,,Cajun Pride National Qualifier
6347,usapl/LA-2017-09,USAPL,2017-03-12,USA,LA,,University Academy Qualifier
6348,usapl/LA-2017-10,USAPL,2017-06-24,USA,LA,,2017 Calcasieu Cup
6349,usapl/MA-2013-05,USAPL,2013-11-17,USA,MA,,First Annual Raw Collegiate Cup
6350,usapl/MA-2014-01,USAPL,2014-01-20,USA,MA,,St. John's Classic
6351,usapl/MA-2014-03,USAPL,2014-01-11,USA,MA,,New England Open
6352,usapl/MA-2014-04,USAPL,2014-02-08,USA,MA,,Elite Sports & Fitness High School PL Open
6353,usapl/MA-2014-05,USAPL,2014-02-22,USA,MA,,Winter Classic
6354,usapl/MA-2014-06,USAPL,2014-03-09,USA,MA,,4th Annual Ryan Moore New England High School Championships
6355,usapl/MA-2014-07,USAPL,2014-11-15,USA,MA,,Raw Collegiate Cup
6356,usapl/MA-2014-08,USAPL,2014-11-22,USA,MA,,2014 New England Open PL Championships
6357,usapl/MA-2015-01,USAPL,2015-03-15,USA,MA,,5th Annual Ryan Moore N.E. Open High School Championships
6358,usapl/MA-2015-04,USAPL,2015-02-28,USA,MA,,Winter Classic
6359,usapl/MA-2016-01,USAPL,2016-01-16,USA,MA,,St. John's High School Classic and Worcester Open
6360,usapl/MA-2016-02,USAPL,2016-02-27,USA,MA,,Winter Classic
6361,usapl/MA-2016-03,USAPL,2016-03-13,USA,MA,,6th Annual Ryan Moore New England Open High School Championship
6362,usapl/MA-2016-04,USAPL,2016-02-07,USA,MA,,3rd Annual Elite Sports & Fitness High School Open
6363,usapl/MA-2017-01,USAPL,2017-01-14,USA,MA,,Worcester Open
6364,usapl/MA-2017-02,USAPL,2017-03-12,USA,MA,,7th Annual Ryan Moore New England States Open High School Championshp
6365,usapl/MA-2017-03,USAPL,2017-02-25,USA,MA,,5th Annual Winter Classic
6366,usapl/MA-2017-04,USAPL,2017-02-12,USA,MA,,4th Annual Elite High School Cup
6367,usapl/MA-2017-05,USAPL,2017-11-12,USA,MA,,Raw Collegiate Cup
6368,usapl/MA-2017-06,USAPL,2017-07-15,USA,MA,,2017 Massachusetts Quickie Qualifier
6369,usapl/MA-2017-XA,USAPL,2017-01-14,USA,MA,,St John's High School Raw Classic
6370,usapl/MD-2014-01,USAPL,2014-04-12,USA,MD,,2014 Equinox Open
6371,usapl/MD-2014-02,USAPL,2014-06-14,USA,MD,,2014 Colosseum Push-Pull
6372,usapl/MD-2014-03,USAPL,2014-08-03,USA,MD,,2014 SSPT INVITATIONAL POWERLIFTING CHAMPIONSHIPS
6373,usapl/MD-2014-04,USAPL,2014-11-01,USA,MD,,2014 Maryland State Powerlifting Championship
6374,usapl/MD-2014-05,USAPL,2014-12-06,USA,MD,,Army-Navy Powerlifting Meet
6375,usapl/MD-2015-01,USAPL,2015-03-21,USA,MD,,EASTERN REGIONALS
6376,usapl/MD-2015-02,USAPL,2015-07-11,USA,MD,,Baltimore Raw Open
6377,usapl/MD-2015-03,USAPL,2015-02-28,USA,MD,,Navy Meet
6378,usapl/MD-2015-04,USAPL,2015-05-30,USA,MD,,Syke Out Classic
6379,usapl/MD-2015-05,USAPL,2015-04-11,USA,MD,,2015 Equinox Open
6380,usapl/MD-2015-06,USAPL,2015-07-19,USA,MD,,SSPT Invitational
6381,usapl/MD-2015-07,USAPL,2015-04-18,USA,MD,,Terrapin Invitational
6382,usapl/MD-2015-08,USAPL,2015-09-20,USA,MD,,2015 Colosseum Clash
6383,usapl/MD-2015-09,USAPL,2015-11-21,USA,MD,,Maryland State Championship
6384,usapl/MD-2016-01,USAPL,2016-01-30,USA,MD,,Athens Winter Showdown
6385,usapl/MD-2016-02,USAPL,2016-03-05,USA,MD,,2016 Terrapin Open
6386,usapl/MD-2016-03,USAPL,2016-03-19,USA,MD,,Eastern Bench Open
6387,usapl/MD-2016-04,USAPL,2016-07-16,USA,MD,,Baltimore Raw Full-Lift Open
6388,usapl/MD-2016-05,USAPL,2016-04-16,USA,MD,,2016 Equinox Open
6389,usapl/MD-2016-06,USAPL,2016-08-20,USA,MD,,Maryland State Championship
6390,usapl/MD-2016-07,USAPL,2016-12-03,USA,MD,,2016 Maryland Collegiate Duel
6391,usapl/MD-2017-01,USAPL,2017-02-25,USA,MD,,Terrapin Open
6392,usapl/MD-2017-02,USAPL,2017-03-18,USA,MD,,Exile Open
6393,usapl/MD-2017-03,USAPL,2017-08-26,USA,MD,,Baltimore Open
6394,usapl/MD-2017-04,USAPL,2017-07-15,USA,MD,,Rumble on Pratt Street
6395,usapl/MD-2017-05,USAPL,2017-05-13,USA,MD,,2017 Maryland State Championships
6396,usapl/MD-2017-06,USAPL,2017-09-09,USA,MD,,Charm City Classic
6397,usapl/ME-2015-01,USAPL,2015-08-22,USA,ME,,New England Open
6398,usapl/MI-2014-02,USAPL,2014-05-10,USA,MI,,5th Annual Ironman Push/Pull Meet
6399,usapl/MI-2014-03,USAPL,2014-08-02,USA,MI,,Iron Works Open X
6400,usapl/MI-2014-04,USAPL,2014-09-27,USA,MI,,Kalamazoo Klassic II
6401,usapl/MI-2014-05,USAPL,2014-11-01,USA,MI,,Michigan State PL & BP Championships
6402,usapl/MI-2015-01,USAPL,2015-08-01,USA,MI,,Ironwork's Open 2015
6403,usapl/MI-2015-02,USAPL,2015-02-28,USA,MI,,MI No Frills Meet
6404,usapl/MI-2015-03,USAPL,2015-05-30,USA,MI,,7th Annual Ironman Meet
6405,usapl/MI-2015-05,USAPL,2015-11-14,USA,MI,,2015 Michigan Powerlifting and Bench Press Championships
6406,usapl/MI-2015-06,USAPL,2015-09-26,USA,MI,,Kalamazoo Klassic III
6407,usapl/MI-2016-01,USAPL,2016-04-16,USA,MI,,ABBRx Natural and Fit Meet
6408,usapl/MI-2016-02,USAPL,2016-03-12,USA,MI,,Michigan Annual No Frills Qualifier
6409,usapl/MI-2016-03,USAPL,2016-08-06,USA,MI,,Iron Works Open XII
6410,usapl/MI-2016-04,USAPL,2016-06-04,USA,MI,,MI Ironman Push/Pull or Bench Only Championships
6411,usapl/MI-2016-05,USAPL,2016-11-05,USA,MI,,Michigan Powerlifting and BP State Championships
6412,usapl/MI-2016-07,USAPL,2016-09-24,USA,MI,Grand Rapids,Grand Rapids BarBellum
6413,usapl/MI-2016-08,USAPL,2016-12-10,USA,MI,,2016 Michigan No Frills Meet 2
6414,usapl/MI-2016-09,USAPL,2016-09-10,USA,MI,,Michigan BarBellum
6415,usapl/MI-2017-01,USAPL,2017-04-29,USA,MI,,2017 Spring Natural and Fit BarBellum
6416,usapl/MI-2017-03,USAPL,2017-07-15,USA,MI,,2017 Rochester Hills BarBellum
6417,usapl/MI-2017-04,USAPL,2017-09-23,USA,MI,,Michigan Rookie Rumble
6418,usapl/MI-2017-06,USAPL,2017-04-01,USA,MI,,2017 Kalamazoo BarBellum
6419,usapl/MI-2017-07,USAPL,2017-02-25,USA,MI,,2017 Michigan High School Qualifier
6420,usapl/MI-2017-08,USAPL,2017-06-03,USA,MI,,2017 Unreal BarBellum
6421,usapl/MI-2017-09,USAPL,2017-09-23,USA,MI,,2017 Michigan Rookie Rumble
6422,usapl/MI-2017-11,USAPL,2017-10-21,USA,MI,,2017 Michigan Iron Monger
6423,usapl/MI-2017-12,USAPL,2017-11-04,USA,MI,,2017 Michigan Teen Meet
6424,usapl/MN-2014-01,USAPL,2014-02-01,USA,MN,,2014 MN State Meet & Midwest Open Championships
6425,usapl/MN-2014-02,USAPL,2014-05-17,USA,MN,Duluth,2014 Twin Ports Raw Open
6426,usapl/MN-2014-03,USAPL,2014-08-16,USA,MN,,Twin Cities Open
6427,usapl/MN-2014-04,USAPL,2014-12-06,USA,MN,,Minnesota Senior State Open
6428,usapl/MN-2015-01,USAPL,2015-02-21,USA,MN,,Minnesota State Powerlifting Open
6429,usapl/MN-2015-02,USAPL,2015-05-30,USA,MN,,Twin Ports Raw Open
6430,usapl/MN-2015-04,USAPL,2015-09-26,USA,MN,,Solcana Beginners Meet
6431,usapl/MN-2015-05,USAPL,2015-10-10,USA,MN,,Noonan Barbell Raw Open
6432,usapl/MN-2015-06,USAPL,2015-12-12,USA,MN,,The Senior Powerlifting Championships
6433,usapl/MN-2016-01,USAPL,2016-02-20,USA,MN,,2016 Minnesota State & Midwest Open
6434,usapl/MN-2016-02,USAPL,2016-06-11,USA,MN,,2016 Twin Ports Raw Open
